Week,State_Code,State_Name,Disease_Code,Incidence_per_Capita,Disease_Outbreak
45,WB,Rajasthan,DEN,1.02,0
23,TN,Tamil Nadu,DEN,1.34,0
32,OR,Uttar Pradesh,CHK,0.69,0
39,AP,Maharashtra,MAL,1.09,0
39,KA,Gujarat,MAL,0.7,0
34,TN,Maharashtra,CHK,2.55,1
36,AP,West Bengal,MAL,4.48,1
17,TN,West Bengal,CHK,0.91,0
25,GJ,Maharashtra,DEN,3.7,1
16,AP,Maharashtra,DEN,0.85,0
11,UP,Karnataka,DEN,2.44,1
38,UP,Uttar Pradesh,CHK,0.25,0
47,GJ,Rajasthan,MAL,4.26,1
44,BH,Odisha,DEN,3.72,1
11,OR,Uttar Pradesh,DEN,0.61,0
3,RJ,Tamil Nadu,DEN,2.78,1
35,RJ,Odisha,MAL,0.7,0
1,AP,Uttar Pradesh,MAL,3.04,1
2,KA,Odisha,MAL,0.68,0
29,OR,Gujarat,CHK,4.33,1
18,UP,Tamil Nadu,CHK,1.25,0
12,WB,Karnataka,CHK,4.16,1
46,MH,Karnataka,CHK,2.62,1
7,MH,Maharashtra,MAL,1.18,0
33,OR,Karnataka,CHK,2.9,1
17,GJ,Tamil Nadu,MAL,2.8,1
40,OR,Tamil Nadu,DEN,0.83,0
16,TN,West Bengal,DEN,2.81,1
40,BH,Maharashtra,MAL,1.3,0
17,AP,Rajasthan,DEN,0.47,0
42,RJ,West Bengal,CHK,0.23,0
35,OR,Odisha,CHK,2.3,1
13,AP,Maharashtra,DEN,3.21,1
44,GJ,Tamil Nadu,CHK,0.37,0
44,BH,Andhra Pradesh,MAL,2.91,1
26,KA,Rajasthan,MAL,3.22,1
45,MH,Uttar Pradesh,DEN,3.04,1
44,RJ,Tamil Nadu,DEN,0.56,0
21,TN,Odisha,DEN,0.38,0
21,WB,Bihar,CHK,3.99,1
45,TN,Maharashtra,DEN,0.13,0
32,RJ,West Bengal,MAL,1.05,0
33,BH,Bihar,MAL,0.87,0
12,UP,Andhra Pradesh,DEN,1.4,0
2,OR,Rajasthan,DEN,0.12,0
35,UP,Odisha,MAL,1.15,0
1,BH,Rajasthan,CHK,2.66,1
21,KA,Odisha,CHK,3.83,1
16,GJ,Rajasthan,CHK,1.42,0
44,OR,West Bengal,MAL,2.11,1
16,GJ,West Bengal,DEN,0.4,0
18,MH,Rajasthan,DEN,0.93,0
47,AP,Andhra Pradesh,MAL,0.5,0
22,AP,Maharashtra,DEN,3.08,1
43,AP,Odisha,DEN,2.54,1
22,AP,Maharashtra,MAL,0.11,0
15,GJ,Gujarat,CHK,0.64,0
11,BH,Rajasthan,MAL,0.13,0
46,GJ,Bihar,CHK,0.14,0
6,KA,Andhra Pradesh,DEN,4.48,1
1,UP,Odisha,CHK,4.08,1
46,UP,Andhra Pradesh,CHK,2.63,1
9,RJ,Karnataka,DEN,0.54,0
10,GJ,Rajasthan,DEN,1.45,0
26,WB,Odisha,MAL,4.09,1
47,RJ,Karnataka,MAL,2.66,1
36,AP,Uttar Pradesh,DEN,4.9,1
33,AP,Andhra Pradesh,MAL,3.3,1
33,OR,Bihar,CHK,2.84,1
32,KA,Maharashtra,DEN,0.23,0
35,UP,Tamil Nadu,CHK,0.36,0
13,BH,Andhra Pradesh,CHK,1.37,0
32,WB,Odisha,CHK,0.17,0
45,TN,Maharashtra,MAL,1.37,0
19,OR,Andhra Pradesh,DEN,1.08,0
27,RJ,Odisha,DEN,4.91,1
29,BH,Gujarat,CHK,0.17,0
42,MH,Bihar,CHK,0.32,0
8,TN,Gujarat,MAL,4.91,1
22,KA,Uttar Pradesh,MAL,1.03,0
33,AP,Rajasthan,CHK,4.79,1
46,TN,Odisha,CHK,0.21,0
36,MH,Maharashtra,CHK,0.8,0
51,AP,West Bengal,MAL,4.2,1
6,BH,Bihar,DEN,4.46,1
4,KA,Rajasthan,CHK,0.77,0
22,OR,Gujarat,MAL,0.39,0
34,UP,West Bengal,MAL,0.82,0
44,MH,West Bengal,DEN,1.18,0
50,BH,Tamil Nadu,CHK,2.57,1
34,OR,Bihar,CHK,0.36,0
1,UP,Tamil Nadu,MAL,4.5,1
6,OR,Rajasthan,DEN,2.55,1
45,OR,Karnataka,CHK,2.38,1
42,KA,Bihar,CHK,4.26,1
19,KA,Odisha,MAL,3.85,1
26,GJ,Bihar,DEN,3.54,1
17,MH,Andhra Pradesh,MAL,0.86,0
2,MH,Karnataka,MAL,3.99,1
3,MH,Karnataka,DEN,3.42,1
22,OR,West Bengal,DEN,3.04,1
23,MH,West Bengal,DEN,0.43,0
22,KA,Tamil Nadu,DEN,0.74,0
14,MH,Gujarat,MAL,0.16,0
24,UP,Rajasthan,DEN,0.9,0
50,UP,Tamil Nadu,MAL,3.37,1
47,GJ,Gujarat,DEN,2.24,1
7,BH,West Bengal,MAL,0.44,0
23,UP,Rajasthan,CHK,2.17,1
44,TN,Bihar,DEN,1.39,0
43,KA,West Bengal,MAL,0.11,0
1,BH,Uttar Pradesh,MAL,3.36,1
47,GJ,Uttar Pradesh,DEN,2.68,1
26,AP,West Bengal,DEN,0.89,0
42,TN,Andhra Pradesh,DEN,2.9,1
49,OR,Karnataka,DEN,0.93,0
32,MH,Karnataka,MAL,1.42,0
47,UP,Rajasthan,DEN,4.14,1
11,WB,West Bengal,CHK,0.64,0
45,AP,West Bengal,DEN,4.91,1
39,TN,West Bengal,MAL,3.8,1
51,GJ,Tamil Nadu,DEN,2.64,1
15,TN,Maharashtra,DEN,3.55,1
9,RJ,Andhra Pradesh,MAL,2.25,1
11,GJ,Maharashtra,DEN,2.46,1
15,GJ,Andhra Pradesh,DEN,0.28,0
46,KA,Karnataka,CHK,0.61,0
13,WB,Gujarat,MAL,3.99,1
2,RJ,Gujarat,DEN,4.65,1
23,KA,Maharashtra,DEN,0.75,0
48,AP,Gujarat,CHK,4.88,1
30,OR,Tamil Nadu,MAL,0.43,0
24,TN,Bihar,DEN,2.16,1
35,BH,Bihar,MAL,4.9,1
9,GJ,Uttar Pradesh,DEN,4.71,1
45,KA,Rajasthan,CHK,0.36,0
26,GJ,Karnataka,DEN,3.59,1
37,BH,Bihar,DEN,4.41,1
2,TN,Karnataka,CHK,0.44,0
16,GJ,Tamil Nadu,MAL,2.59,1
13,MH,Bihar,MAL,2.78,1
5,BH,Gujarat,CHK,0.96,0
18,RJ,Odisha,CHK,0.66,0
14,GJ,Bihar,MAL,2.75,1
45,UP,Odisha,CHK,4.08,1
32,KA,Karnataka,DEN,0.18,0
3,KA,Karnataka,DEN,1.24,0
11,OR,Karnataka,CHK,2.62,1
18,WB,Gujarat,CHK,3.68,1
31,AP,Gujarat,DEN,3.95,1
11,UP,Andhra Pradesh,CHK,0.33,0
7,AP,Karnataka,MAL,0.6,0
10,KA,Odisha,DEN,0.99,0
29,KA,Rajasthan,MAL,4.47,1
12,GJ,Rajasthan,CHK,1.01,0
6,RJ,Tamil Nadu,MAL,0.86,0
5,MH,Odisha,CHK,2.92,1
49,MH,Uttar Pradesh,MAL,4.81,1
49,TN,Odisha,CHK,2.6,1
24,UP,Gujarat,DEN,3.79,1
19,OR,Andhra Pradesh,DEN,1.45,0
9,MH,Uttar Pradesh,CHK,4.85,1
4,TN,Maharashtra,DEN,4.58,1
25,OR,Odisha,MAL,0.34,0
34,AP,Uttar Pradesh,CHK,0.89,0
5,WB,Karnataka,DEN,2.73,1
47,MH,Maharashtra,MAL,1.41,0
24,UP,Karnataka,MAL,0.42,0
24,BH,Uttar Pradesh,DEN,2.62,1
12,WB,Karnataka,CHK,0.29,0
12,MH,Uttar Pradesh,DEN,3.37,1
32,MH,Odisha,MAL,1.04,0
13,WB,West Bengal,CHK,0.69,0
46,AP,Karnataka,CHK,1.08,0
51,UP,Uttar Pradesh,DEN,0.17,0
5,MH,Maharashtra,MAL,4.66,1
38,GJ,Uttar Pradesh,CHK,3.96,1
51,AP,Rajasthan,DEN,3.06,1
2,RJ,Uttar Pradesh,DEN,0.68,0
2,GJ,West Bengal,CHK,0.44,0
50,RJ,Odisha,MAL,0.92,0
20,RJ,Maharashtra,MAL,4.02,1
45,TN,Andhra Pradesh,CHK,3.68,1
40,WB,Rajasthan,MAL,3.42,1
49,AP,Odisha,MAL,3.75,1
34,MH,Tamil Nadu,CHK,2.03,1
43,AP,Odisha,MAL,0.89,0
38,UP,Tamil Nadu,MAL,0.25,0
2,RJ,Maharashtra,MAL,0.86,0
33,OR,Karnataka,DEN,1.06,0
24,RJ,Bihar,CHK,4.57,1
28,KA,Rajasthan,MAL,0.74,0
4,BH,Uttar Pradesh,MAL,1.47,0
14,TN,Tamil Nadu,CHK,1.29,0
20,UP,Karnataka,MAL,0.54,0
47,MH,Tamil Nadu,CHK,0.59,0
45,AP,Andhra Pradesh,DEN,4.0,1
8,RJ,Odisha,CHK,1.12,0
47,TN,Tamil Nadu,DEN,4.03,1
26,WB,West Bengal,DEN,2.17,1
10,MH,Rajasthan,MAL,0.5,0
44,AP,Maharashtra,DEN,0.78,0
39,AP,Uttar Pradesh,MAL,0.93,0
29,GJ,Rajasthan,CHK,3.53,1
50,BH,Tamil Nadu,MAL,4.02,1
45,WB,Odisha,DEN,4.67,1
6,UP,Maharashtra,DEN,1.29,0
4,WB,Karnataka,MAL,0.44,0
50,GJ,Bihar,DEN,0.74,0
13,MH,Karnataka,CHK,0.86,0
23,WB,Rajasthan,MAL,4.47,1
35,BH,Uttar Pradesh,DEN,3.74,1
16,WB,Bihar,CHK,0.97,0
41,WB,Bihar,DEN,0.28,0
30,GJ,Bihar,CHK,4.17,1
29,OR,Tamil Nadu,MAL,2.78,1
22,RJ,Rajasthan,CHK,4.69,1
50,GJ,Maharashtra,CHK,1.14,0
16,BH,Uttar Pradesh,MAL,0.79,0
8,RJ,Andhra Pradesh,DEN,1.37,0
43,KA,Maharashtra,CHK,0.68,0
13,GJ,Karnataka,MAL,3.5,1
33,TN,Tamil Nadu,CHK,3.51,1
21,BH,West Bengal,MAL,2.43,1
52,TN,Andhra Pradesh,CHK,0.23,0
1,MH,Gujarat,CHK,0.73,0
31,MH,West Bengal,MAL,4.04,1
39,UP,Gujarat,DEN,2.54,1
21,RJ,Uttar Pradesh,CHK,4.28,1
48,OR,Rajasthan,MAL,1.37,0
19,BH,Rajasthan,MAL,4.92,1
19,MH,Tamil Nadu,MAL,3.25,1
20,AP,Uttar Pradesh,CHK,2.21,1
52,RJ,Karnataka,DEN,4.92,1
29,GJ,Rajasthan,CHK,3.29,1
35,AP,Gujarat,MAL,2.7,1
5,BH,Odisha,DEN,4.25,1
39,KA,Rajasthan,MAL,4.55,1
48,BH,Uttar Pradesh,DEN,0.36,0
26,MH,Maharashtra,CHK,0.61,0
3,RJ,Gujarat,DEN,3.12,1
14,TN,Uttar Pradesh,CHK,3.23,1
26,KA,Maharashtra,DEN,4.28,1
5,WB,Tamil Nadu,CHK,0.34,0
27,RJ,West Bengal,MAL,1.05,0
43,RJ,Maharashtra,MAL,3.43,1
28,UP,West Bengal,MAL,0.51,0
26,TN,Rajasthan,CHK,1.1,0
36,WB,West Bengal,DEN,2.6,1
42,BH,Maharashtra,CHK,0.21,0
4,WB,Gujarat,MAL,0.92,0
34,GJ,Bihar,DEN,2.65,1
16,TN,Odisha,CHK,1.23,0
22,OR,Rajasthan,CHK,0.33,0
10,OR,Uttar Pradesh,DEN,2.84,1
39,BH,Rajasthan,DEN,0.69,0
19,KA,Tamil Nadu,MAL,2.56,1
40,OR,Maharashtra,MAL,0.83,0
9,OR,Andhra Pradesh,MAL,1.37,0
11,MH,Gujarat,CHK,3.55,1
27,RJ,Gujarat,DEN,2.86,1
6,MH,Bihar,MAL,1.37,0
36,GJ,Odisha,MAL,0.78,0
13,RJ,Gujarat,CHK,3.95,1
14,WB,Maharashtra,CHK,4.14,1
26,WB,Andhra Pradesh,CHK,0.33,0
1,TN,Gujarat,DEN,3.66,1
3,OR,Odisha,DEN,4.84,1
1,TN,Odisha,DEN,0.2,0
14,OR,Gujarat,CHK,0.17,0
47,WB,Andhra Pradesh,CHK,1.44,0
30,UP,West Bengal,DEN,3.74,1
1,BH,Bihar,MAL,3.43,1
12,MH,West Bengal,DEN,2.5,1
31,MH,Rajasthan,DEN,2.76,1
22,GJ,Maharashtra,CHK,2.09,1
35,AP,Gujarat,CHK,4.74,1
24,BH,Rajasthan,CHK,3.0,1
42,WB,Karnataka,CHK,3.87,1
15,UP,Odisha,CHK,4.92,1
29,AP,Rajasthan,MAL,4.2,1
29,BH,Bihar,CHK,0.66,0
28,OR,Tamil Nadu,DEN,4.8,1
37,MH,Odisha,CHK,1.09,0
22,RJ,Rajasthan,CHK,3.0,1
47,TN,Bihar,MAL,2.2,1
34,WB,Uttar Pradesh,MAL,2.72,1
16,AP,West Bengal,CHK,3.88,1
6,MH,Bihar,DEN,1.04,0
6,OR,Odisha,MAL,1.5,0
47,OR,Karnataka,CHK,1.35,0
17,BH,Tamil Nadu,DEN,4.22,1
45,TN,Maharashtra,CHK,0.67,0
35,RJ,Maharashtra,CHK,1.45,0
33,KA,Rajasthan,DEN,2.61,1
42,MH,Odisha,DEN,0.49,0
12,UP,Rajasthan,MAL,4.39,1
42,TN,Gujarat,CHK,3.12,1
26,OR,Gujarat,MAL,4.47,1
32,WB,Odisha,MAL,3.12,1
7,GJ,Odisha,CHK,0.1,0
35,UP,Karnataka,CHK,4.59,1
9,OR,Karnataka,MAL,2.82,1
39,AP,Rajasthan,CHK,0.16,0
40,TN,Karnataka,DEN,3.03,1
39,OR,Bihar,DEN,0.55,0
22,OR,Uttar Pradesh,DEN,4.43,1
33,RJ,Odisha,DEN,2.87,1
41,OR,Andhra Pradesh,CHK,1.0,0
10,GJ,Tamil Nadu,MAL,0.71,0
35,KA,Bihar,DEN,0.6,0
4,UP,Maharashtra,MAL,2.52,1
26,KA,Andhra Pradesh,MAL,2.35,1
22,AP,Andhra Pradesh,DEN,0.15,0
25,TN,Andhra Pradesh,CHK,2.28,1
18,BH,Karnataka,MAL,0.32,0
47,RJ,Karnataka,CHK,2.77,1
26,WB,Bihar,DEN,0.31,0
22,GJ,Bihar,CHK,0.79,0
24,OR,Karnataka,DEN,3.61,1
45,GJ,Tamil Nadu,DEN,3.45,1
9,MH,Bihar,MAL,2.48,1
25,GJ,Tamil Nadu,CHK,2.81,1
30,MH,Bihar,DEN,0.53,0
48,OR,Tamil Nadu,CHK,0.4,0
51,KA,Maharashtra,DEN,0.27,0
43,AP,Karnataka,MAL,0.54,0
49,TN,Bihar,MAL,2.12,1
23,AP,Gujarat,MAL,1.41,0
32,MH,Rajasthan,DEN,1.37,0
13,MH,Rajasthan,MAL,2.61,1
32,TN,Gujarat,CHK,4.01,1
15,MH,Uttar Pradesh,MAL,0.53,0
29,MH,West Bengal,DEN,1.36,0
3,KA,West Bengal,CHK,3.23,1
13,UP,Andhra Pradesh,MAL,0.72,0
17,RJ,Karnataka,DEN,1.33,0
8,KA,Tamil Nadu,MAL,1.07,0
4,OR,Andhra Pradesh,MAL,3.96,1
52,BH,Bihar,CHK,0.76,0
23,MH,Maharashtra,CHK,3.32,1
25,KA,Tamil Nadu,CHK,0.84,0
9,RJ,Tamil Nadu,MAL,0.68,0
10,UP,Bihar,CHK,0.38,0
1,AP,Odisha,CHK,0.62,0
27,GJ,Uttar Pradesh,MAL,3.14,1
13,WB,Gujarat,DEN,1.1,0
23,UP,Gujarat,CHK,3.33,1
47,UP,Andhra Pradesh,CHK,2.07,1
29,KA,Bihar,MAL,0.78,0
49,WB,Karnataka,CHK,4.93,1
12,AP,Maharashtra,DEN,2.85,1
44,GJ,Tamil Nadu,DEN,1.27,0
14,UP,Karnataka,CHK,3.11,1
28,MH,Rajasthan,MAL,0.33,0
12,WB,Odisha,MAL,1.01,0
2,OR,Andhra Pradesh,MAL,2.28,1
51,RJ,Uttar Pradesh,CHK,2.91,1
18,UP,Uttar Pradesh,DEN,4.02,1
6,UP,Andhra Pradesh,MAL,0.26,0
37,OR,Andhra Pradesh,MAL,0.6,0
52,BH,Andhra Pradesh,MAL,4.67,1
27,WB,Rajasthan,CHK,0.5,0
48,GJ,Tamil Nadu,CHK,0.8,0
27,RJ,West Bengal,DEN,2.25,1
13,TN,Karnataka,CHK,0.65,0
41,TN,Rajasthan,MAL,3.01,1
4,BH,Tamil Nadu,CHK,0.35,0
18,UP,Bihar,DEN,0.51,0
39,BH,Uttar Pradesh,MAL,0.13,0
33,MH,Maharashtra,DEN,1.39,0
39,RJ,Gujarat,DEN,0.52,0
7,KA,Odisha,MAL,0.16,0
12,TN,Rajasthan,CHK,1.03,0
13,BH,Odisha,CHK,1.2,0
10,MH,Odisha,DEN,2.15,1
24,UP,Rajasthan,DEN,1.0,0
52,UP,Bihar,DEN,3.26,1
14,WB,Maharashtra,CHK,3.45,1
30,MH,Tamil Nadu,CHK,0.55,0
41,MH,West Bengal,CHK,4.33,1
30,OR,Maharashtra,DEN,0.66,0
2,MH,Maharashtra,MAL,3.21,1
2,GJ,Karnataka,CHK,4.4,1
15,TN,Odisha,DEN,3.0,1
14,UP,Maharashtra,CHK,1.39,0
49,MH,Odisha,MAL,1.32,0
51,OR,Bihar,CHK,3.11,1
17,KA,Karnataka,MAL,0.22,0
5,WB,Karnataka,MAL,0.29,0
9,UP,Karnataka,CHK,0.22,0
7,AP,Rajasthan,DEN,3.15,1
15,OR,Uttar Pradesh,DEN,0.29,0
46,TN,Tamil Nadu,MAL,0.28,0
29,GJ,Odisha,MAL,4.07,1
37,RJ,Rajasthan,CHK,0.62,0
51,WB,Tamil Nadu,CHK,1.46,0
26,UP,Andhra Pradesh,DEN,3.11,1
15,UP,Uttar Pradesh,DEN,4.06,1
24,BH,Gujarat,CHK,4.51,1
22,BH,Tamil Nadu,MAL,0.18,0
42,BH,Tamil Nadu,CHK,2.46,1
20,AP,Odisha,MAL,0.37,0
35,UP,Karnataka,DEN,1.3,0
47,OR,Maharashtra,CHK,0.68,0
19,AP,Maharashtra,CHK,2.56,1
8,OR,Maharashtra,CHK,0.24,0
24,OR,West Bengal,DEN,0.91,0
10,BH,Andhra Pradesh,MAL,1.27,0
49,OR,Uttar Pradesh,DEN,3.75,1
11,GJ,Tamil Nadu,DEN,4.2,1
3,AP,Maharashtra,DEN,1.21,0
15,KA,Gujarat,MAL,3.3,1
8,KA,Gujarat,CHK,1.03,0
39,TN,Gujarat,CHK,4.73,1
26,TN,Odisha,CHK,0.21,0
27,UP,Uttar Pradesh,MAL,0.85,0
23,MH,Rajasthan,DEN,3.98,1
33,WB,Andhra Pradesh,DEN,2.5,1
4,TN,Maharashtra,CHK,1.06,0
20,BH,Bihar,DEN,3.63,1
28,OR,West Bengal,DEN,0.4,0
50,AP,West Bengal,DEN,0.21,0
17,RJ,Odisha,DEN,0.78,0
9,UP,Andhra Pradesh,DEN,3.3,1
35,BH,Tamil Nadu,CHK,2.47,1
19,BH,Odisha,CHK,2.2,1
23,WB,Uttar Pradesh,DEN,0.2,0
43,RJ,Odisha,DEN,1.38,0
2,OR,Odisha,MAL,3.87,1
24,KA,Andhra Pradesh,DEN,0.8,0
40,KA,Bihar,CHK,3.7,1
9,AP,Karnataka,DEN,3.98,1
3,RJ,Gujarat,DEN,0.56,0
43,UP,Maharashtra,MAL,0.35,0
26,AP,Karnataka,MAL,3.21,1
17,AP,Odisha,CHK,0.19,0
11,KA,Rajasthan,CHK,0.82,0
46,KA,West Bengal,CHK,3.61,1
34,UP,Karnataka,CHK,2.25,1
5,AP,Karnataka,MAL,1.14,0
16,UP,Maharashtra,DEN,2.84,1
34,OR,Karnataka,MAL,0.32,0
5,RJ,West Bengal,MAL,4.67,1
37,WB,Rajasthan,CHK,0.64,0
20,UP,Rajasthan,DEN,2.23,1
16,TN,Odisha,CHK,0.22,0
23,BH,Gujarat,MAL,1.41,0
49,UP,Odisha,DEN,3.21,1
3,AP,Uttar Pradesh,MAL,3.86,1
41,RJ,Maharashtra,CHK,2.65,1
43,AP,Andhra Pradesh,CHK,0.11,0
28,MH,West Bengal,DEN,3.84,1
41,OR,West Bengal,MAL,2.75,1
30,MH,Odisha,MAL,0.9,0
38,UP,Tamil Nadu,MAL,2.81,1
11,AP,Andhra Pradesh,DEN,3.89,1
49,TN,Karnataka,CHK,2.17,1
29,KA,Gujarat,DEN,0.18,0
3,RJ,Karnataka,DEN,2.03,1
7,BH,Karnataka,DEN,3.19,1
27,GJ,Maharashtra,DEN,1.0,0
27,WB,Maharashtra,DEN,2.81,1
31,WB,Uttar Pradesh,CHK,0.54,0
37,MH,Karnataka,CHK,4.22,1
38,RJ,Gujarat,DEN,2.04,1
45,WB,Uttar Pradesh,DEN,1.13,0
29,GJ,Karnataka,CHK,0.26,0
3,TN,Gujarat,CHK,0.12,0
46,OR,Odisha,DEN,0.67,0
18,RJ,Tamil Nadu,DEN,0.91,0
48,GJ,Tamil Nadu,CHK,0.2,0
10,TN,Maharashtra,MAL,1.42,0
5,RJ,Gujarat,DEN,0.85,0
29,BH,West Bengal,MAL,2.43,1
52,GJ,Maharashtra,CHK,1.32,0
34,KA,Karnataka,MAL,4.79,1
7,AP,Tamil Nadu,MAL,0.81,0
12,BH,Odisha,MAL,3.35,1
12,MH,Gujarat,MAL,4.93,1
52,TN,Uttar Pradesh,MAL,4.68,1
17,RJ,West Bengal,DEN,4.45,1
22,MH,Gujarat,DEN,4.59,1
18,BH,Andhra Pradesh,MAL,0.35,0
12,RJ,Rajasthan,DEN,4.42,1
42,WB,Rajasthan,CHK,0.82,0
3,KA,Tamil Nadu,CHK,1.42,0
18,UP,Andhra Pradesh,CHK,0.65,0
14,TN,Bihar,CHK,0.14,0
22,GJ,Andhra Pradesh,CHK,0.19,0
45,AP,Andhra Pradesh,MAL,0.69,0
24,WB,Tamil Nadu,CHK,0.76,0
7,MH,Gujarat,MAL,0.88,0
15,UP,Uttar Pradesh,DEN,4.13,1
27,WB,Rajasthan,DEN,0.89,0
2,WB,Gujarat,MAL,0.82,0
22,RJ,West Bengal,CHK,0.73,0
4,UP,Tamil Nadu,CHK,0.73,0
50,RJ,Karnataka,MAL,1.23,0
14,AP,Andhra Pradesh,MAL,1.13,0
18,WB,Rajasthan,DEN,0.13,0
14,BH,Odisha,MAL,0.28,0
39,UP,Tamil Nadu,CHK,2.7,1
8,RJ,Maharashtra,DEN,0.27,0
29,KA,Rajasthan,CHK,0.11,0
4,WB,Odisha,DEN,0.57,0
47,AP,Andhra Pradesh,CHK,0.33,0
38,MH,Odisha,CHK,4.49,1
19,UP,Karnataka,CHK,2.63,1
14,AP,Odisha,DEN,0.5,0
31,OR,Rajasthan,DEN,0.77,0
44,KA,Karnataka,CHK,3.45,1
2,UP,Maharashtra,DEN,0.88,0
24,MH,Maharashtra,CHK,1.18,0
8,RJ,Gujarat,DEN,3.22,1
30,TN,Karnataka,CHK,2.59,1
25,KA,Odisha,DEN,2.09,1
32,OR,Gujarat,MAL,1.26,0
24,AP,West Bengal,CHK,1.27,0
36,UP,West Bengal,CHK,0.47,0
50,MH,Uttar Pradesh,CHK,0.89,0
52,MH,Gujarat,DEN,0.55,0
37,MH,Odisha,DEN,1.15,0
11,GJ,Uttar Pradesh,DEN,0.81,0
32,RJ,West Bengal,DEN,0.8,0
51,BH,Karnataka,CHK,1.46,0
7,WB,Bihar,MAL,1.33,0
50,OR,Rajasthan,MAL,1.33,0
13,TN,Rajasthan,DEN,0.89,0
48,UP,Tamil Nadu,CHK,0.39,0
15,AP,Maharashtra,CHK,0.85,0
34,OR,Odisha,MAL,0.33,0
51,UP,West Bengal,MAL,4.52,1
14,BH,Andhra Pradesh,DEN,2.26,1
31,BH,Rajasthan,DEN,1.03,0
3,BH,Odisha,DEN,1.08,0
24,KA,Rajasthan,CHK,3.87,1
46,OR,Andhra Pradesh,MAL,3.74,1
46,RJ,Uttar Pradesh,MAL,3.78,1
34,TN,Andhra Pradesh,MAL,1.22,0
4,WB,Rajasthan,CHK,1.44,0
18,UP,Maharashtra,MAL,0.22,0
47,BH,Bihar,CHK,0.47,0
26,TN,Karnataka,CHK,4.99,1
37,TN,Andhra Pradesh,DEN,0.73,0
10,AP,Maharashtra,MAL,2.39,1
37,TN,Gujarat,DEN,0.74,0
4,TN,Odisha,CHK,0.27,0
20,AP,Karnataka,MAL,2.53,1
24,RJ,Gujarat,MAL,0.45,0
51,OR,Andhra Pradesh,DEN,0.2,0
26,AP,Tamil Nadu,MAL,2.23,1
2,OR,Rajasthan,CHK,0.95,0
25,OR,Rajasthan,MAL,4.18,1
39,GJ,West Bengal,MAL,0.23,0
43,BH,Gujarat,DEN,4.12,1
31,GJ,Karnataka,DEN,0.84,0
21,WB,Odisha,DEN,4.39,1
12,MH,Rajasthan,DEN,2.74,1
12,KA,Rajasthan,DEN,0.32,0
30,MH,Tamil Nadu,MAL,0.69,0
27,AP,Uttar Pradesh,CHK,0.43,0
34,WB,Uttar Pradesh,MAL,3.59,1
46,OR,Andhra Pradesh,MAL,0.13,0
39,TN,Rajasthan,MAL,0.33,0
51,MH,Maharashtra,DEN,2.32,1
32,KA,West Bengal,DEN,2.05,1
18,UP,Gujarat,DEN,3.31,1
48,WB,Karnataka,MAL,4.45,1
25,RJ,West Bengal,DEN,3.89,1
38,MH,Odisha,MAL,2.12,1
9,OR,West Bengal,DEN,0.59,0
52,KA,Andhra Pradesh,MAL,1.17,0
42,BH,Odisha,DEN,0.93,0
32,UP,Andhra Pradesh,MAL,0.94,0
9,OR,Karnataka,DEN,4.45,1
9,BH,Gujarat,MAL,1.12,0
18,GJ,Andhra Pradesh,MAL,4.76,1
3,GJ,Bihar,MAL,0.42,0
9,OR,West Bengal,DEN,4.43,1
27,RJ,West Bengal,DEN,0.37,0
39,KA,Karnataka,MAL,2.69,1
40,TN,Gujarat,DEN,2.43,1
29,MH,Maharashtra,MAL,3.49,1
5,GJ,Andhra Pradesh,MAL,2.84,1
21,GJ,Maharashtra,DEN,0.46,0
46,KA,Andhra Pradesh,DEN,0.79,0
47,AP,Gujarat,MAL,3.46,1
5,OR,Uttar Pradesh,DEN,3.99,1
4,GJ,West Bengal,CHK,0.43,0
40,TN,Maharashtra,CHK,0.53,0
4,WB,Rajasthan,CHK,2.89,1
41,TN,Uttar Pradesh,MAL,4.31,1
6,GJ,Bihar,CHK,3.83,1
40,MH,Bihar,MAL,4.5,1
6,MH,Karnataka,DEN,0.2,0
3,RJ,Bihar,DEN,2.0,1
43,WB,Karnataka,CHK,1.25,0
28,KA,Gujarat,DEN,4.25,1
29,MH,Karnataka,CHK,1.21,0
9,AP,Andhra Pradesh,DEN,0.57,0
46,UP,Tamil Nadu,DEN,3.89,1
7,TN,Andhra Pradesh,CHK,2.88,1
43,UP,West Bengal,DEN,2.61,1
16,OR,Bihar,CHK,0.49,0
21,GJ,Rajasthan,MAL,3.26,1
41,WB,Andhra Pradesh,MAL,3.8,1
12,OR,Odisha,CHK,1.41,0
27,AP,Karnataka,CHK,1.37,0
13,UP,Tamil Nadu,DEN,0.8,0
24,KA,Andhra Pradesh,CHK,0.78,0
52,MH,West Bengal,MAL,2.21,1
47,TN,Uttar Pradesh,CHK,0.94,0
12,KA,Bihar,DEN,1.19,0
52,WB,West Bengal,CHK,4.69,1
25,RJ,Bihar,MAL,0.84,0
17,UP,Tamil Nadu,CHK,2.5,1
23,BH,Bihar,DEN,0.41,0
40,KA,Maharashtra,CHK,4.82,1
36,OR,Maharashtra,MAL,0.37,0
3,AP,Gujarat,DEN,0.49,0
47,RJ,Karnataka,CHK,2.79,1
6,WB,Bihar,CHK,3.6,1
30,RJ,Andhra Pradesh,CHK,2.23,1
32,AP,Uttar Pradesh,MAL,2.28,1
49,OR,Karnataka,DEN,2.05,1
46,RJ,Odisha,MAL,2.15,1
32,WB,Bihar,MAL,0.99,0
